time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1523504492.53780007,0.08580905,9325,0.00184126,0.00000000,0,0.00000000,381387,381832,771,0.00089060
1523504492.63865709,0.07121611,9371,0.00251826,0.00000000,0,0.00000000,381832,382170,923,0.00090643
1523504492.73951697,0.07452417,9415,0.00346923,0.00000000,0,0.00000000,382170,382661,783,0.00092095
1523504492.84037399,0.06938925,9481,0.00147032,0.00000000,0,0.00000000,381021,381684,714,0.00082047
1523504492.94123292,0.05118764,9481,0.00107683,0.00000000,0,0.00000000,381407,381620,365,0.00086518
1523504493.04209208,0.07596413,9625,0.00207119,0.00000000,0,0.00000000,381620,382239,806,0.00086116
1523504493.14295006,0.07731762,9680,0.00145487,0.00000000,0,0.00000000,382054,382627,699,0.00088457
1523504493.24380803,0.06985603,9734,0.00152083,0.00000000,0,0.00000000,382627,383085,654,0.00088617
1523504493.34466600,0.07480767,9782,0.00159707,0.00000000,0,0.00000000,383085,383607,695,0.00097023
1523504493.44552588,0.07767878,9834,0.00168603,0.00000000,0,0.00000000,383607,384045,662,0.00096571
1523504493.54638195,0.07329365,9907,0.00174124,0.00000000,0,0.00000000,384045,384545,706,0.00095004
1523504493.64724112,0.07191947,9954,0.00203863,0.00000000,0,0.00000000,384545,384915,724,0.00090318
1523504493.74809790,0.08235022,9995,0.00201138,0.00000000,0,0.00000000,384915,385409,790,0.00091963
1523504493.84895611,0.06293019,7722,0.00194069,0.00000000,0,0.00000000,385409,385730,654,0.00093675
1523504493.94981599,0.06474434,7798,0.00182734,0.00000000,0,0.00000000,385730,386149,698,0.00091899
1523504494.05067396,0.05949344,7863,0.00257703,0.00000000,0,0.00000000,386149,386493,592,0.00091454
1523504494.15153289,0.06161433,7939,0.00157548,0.00000000,0,0.00000000,386160,386534,618,0.00094673
1523504494.25238991,0.06043657,8003,0.00168425,0.00000000,0,0.00000000,386534,387057,719,0.00071234
1523504494.35324907,0.07202887,8054,0.00215142,0.00000000,0,0.00000000,387057,387454,776,0.00071671
1523504494.45410800,0.06831238,8134,0.00478088,0.00000000,0,0.00000000,387454,387881,733,0.00071520
1523504494.55496693,0.05074643,8214,0.00169423,0.00000000,0,0.00000000,386472,386911,688,0.00076820
1523504494.65582705,0.07842230,8272,0.00195817,0.00000000,0,0.00000000,386911,387350,734,0.00073396
1523504494.75668001,0.06445492,8332,0.00173221,0.00000000,0,0.00000000,387350,387812,682,0.00101393
1523504494.85754108,0.06691589,8371,0.00187090,0.00000000,0,0.00000000,387812,388210,678,0.00078141
1523504494.95839810,0.07182387,8426,0.00430233,0.00000000,0,0.00000000,388210,388648,629,0.00082280
1523504495.05925798,0.06862281,8485,0.00167707,0.00000000,0,0.00000000,386919,387479,696,0.00079301
1523504495.16010690,0.07127427,8544,0.00172403,0.00000000,0,0.00000000,387479,388016,705,0.00075916
1523504495.26097393,0.08520947,8585,0.00147130,0.00000000,0,0.00000000,388016,388528,662,0.00080744
1523504495.36183190,0.08639098,8628,0.00188777,0.00000000,0,0.00000000,388528,388963,691,0.00077091
1523504495.46269107,0.07816448,8686,0.00177142,0.00000000,0,0.00000000,388963,389514,754,0.00081547
1523504495.56354809,0.10429207,8735,0.00251149,0.00000000,0,0.00000000,389514,390090,778,0.00087900
1523504495.66440797,0.09540386,8747,0.00299515,0.00000000,0,0.00000000,390090,390647,831,0.00148421
1523504495.76526690,0.10383060,8747,0.00339777,0.00000000,0,0.00000000,390647,391133,875,0.00143889
1523504495.86612296,0.08642946,8696,0.00303331,0.00000000,0,0.00000000,391133,391723,878,0.00095437
1523504495.96698403,0.07173605,8667,0.00224082,0.00000000,0,0.00000000,391723,392190,749,0.00145534
1523504496.06784296,0.07352090,8641,0.00263443,0.00000000,0,0.00000000,392190,392591,819,0.00145846
1523504496.16869903,0.06956541,8630,0.00234402,0.00000000,0,0.00000000,392591,393017,812,0.00109140
1523504496.26955795,0.07261424,8639,0.00215042,0.00000000,0,0.00000000,393017,393574,877,0.00107518
1523504496.37041593,0.07999458,8634,0.00218278,0.00000000,0,0.00000000,393574,394122,776,0.00108516
1523504496.47127390,0.07299681,8630,0.00238490,0.00000000,0,0.00000000,394122,394553,824,0.00110051
1523504496.57213211,0.07845363,8633,0.00859889,0.00000000,0,0.00000000,394553,395047,771,0.00154248
1523504496.67298889,0.07951001,8616,0.00237585,0.00000000,0,0.00000000,395047,393949,755,0.00147332
1523504496.77384806,0.07020687,8609,0.00296622,0.00000000,0,0.00000000,393949,394621,858,0.00147963
1523504496.87470603,0.08045365,8594,0.00309978,0.00000000,0,0.00000000,394383,395042,786,0.00144889
1523504496.97556496,0.07533801,8579,0.00168832,0.00000000,0,0.00000000,394476,395195,848,0.00082570
1523504497.07642388,0.08239130,8586,0.00176258,0.00000000,0,0.00000000,395195,395874,837,0.00146503
1523504497.17728400,0.07506399,8597,0.00167038,0.00000000,0,0.00000000,395874,396479,768,0.00155145
1523504497.27814102,0.07795896,8608,0.00183226,0.00000000,0,0.00000000,396479,397061,804,0.00151354
1523504497.37899995,0.08169850,8633,0.00225945,0.00000000,0,0.00000000,397061,397622,860,0.00085608
1523504497.47985792,0.07502031,8633,0.00208610,0.00000000,0,0.00000000,397622,398235,883,0.00148848
1523504497.58071709,0.08389305,8631,0.00218029,0.00000000,0,0.00000000,398235,398865,918,0.00080712
1523504497.68157601,0.08090266,8627,0.00230256,0.00000000,0,0.00000000,398865,399531,949,0.00083908
1523504497.78243399,0.08158485,8678,0.00250598,0.00000000,0,0.00000000,399531,400169,1015,0.00081059
1523504497.88329291,0.07926733,8728,0.00269129,0.00000000,0,0.00000000,400169,400806,1008,0.00080626
1523504497.98415089,0.09441063,8773,0.00284043,0.00000000,0,0.00000000,400806,401598,1080,0.00080286
1523504498.08500695,0.08952532,8833,0.00285599,0.00000000,0,0.00000000,401598,402247,1117,0.00078588
1523504498.18586397,0.09700047,8893,0.00330119,0.00000000,0,0.00000000,402247,402882,1108,0.00081570
1523504498.28672290,0.08395748,8979,0.00393004,0.00000000,0,0.00000000,402882,403643,1088,0.00081991
1523504498.38758302,0.08797652,9075,0.00314659,0.00000000,0,0.00000000,403388,404109,1132,0.00082881
1523504498.48844099,0.09181291,9129,0.00497892,0.00000000,0,0.00000000,404038,404784,1118,0.00083699
1523504498.58929801,0.08692740,9229,0.00280770,0.00000000,0,0.00000000,404784,404635,1140,0.00087977
1523504498.69015694,0.09762196,9306,0.00347405,0.00000000,0,0.00000000,404635,405270,1110,0.00084743
1523504498.79101610,0.09262839,9366,0.00299878,0.00000000,0,0.00000000,405270,405561,1168,0.00091569
1523504498.89187407,0.08873728,9444,0.00275900,0.00000000,0,0.00000000,405561,406349,1166,0.00097248
1523504498.99273205,0.10362962,9501,0.00269243,0.00000000,0,0.00000000,406349,407162,1134,0.00095932
1523504499.09359097,0.10302294,9566,0.00287425,0.00000000,0,0.00000000,407162,407983,1117,0.00097751
1523504499.19444895,0.09655057,9616,0.00275574,0.00000000,0,0.00000000,407983,408799,1157,0.00085394
1523504499.29530096,0.09061589,9684,0.00369492,0.00000000,0,0.00000000,408799,409570,1124,0.00111323
1523504499.39616489,0.10179422,9746,0.00337514,0.00000000,0,0.00000000,409421,410175,1140,0.00087979
1523504499.49701691,0.09750085,9809,0.00302137,0.00000000,0,0.00000000,409723,410477,1120,0.00087620
1523504499.59788203,0.10327420,9826,0.00308472,0.00000000,0,0.00000000,410477,411159,1085,0.00088124
1523504499.69874001,0.07788807,7533,0.00308682,0.00000000,0,0.00000000,411159,411912,940,0.00098824
1523504499.79959798,0.07958559,7566,0.00230215,0.00000000,0,0.00000000,411095,411842,936,0.00099157
1523504499.90045691,0.08615654,7674,0.00246675,0.00000000,0,0.00000000,411822,412443,932,0.00106636
1523504500.00131392,0.08031383,7768,0.00237112,0.00000000,0,0.00000000,412443,413114,906,0.00109923
1523504500.10217190,0.07867850,7866,0.00243746,0.00000000,0,0.00000000,412991,413586,927,0.00067259
1523504500.20303297,0.07768123,7945,0.00230646,0.00000000,0,0.00000000,413586,414174,899,0.00073050
1523504500.30388904,0.07888584,8003,0.00264744,0.00000000,0,0.00000000,414174,414643,834,0.00079447
1523504500.40474701,0.07799743,8096,0.00297786,0.00000000,0,0.00000000,414643,415206,855,0.00071607
1523504500.50560808,0.07191052,8151,0.00220708,0.00000000,0,0.00000000,414204,414882,856,0.00077049
1523504500.60646510,0.07033244,8244,0.00264829,0.00000000,0,0.00000000,414882,415443,879,0.00070969
1523504500.70732188,0.05302600,8244,0.00209024,0.00000000,0,0.00000000,415443,415657,460,0.00074024
1523504500.80818295,0.07859837,8390,0.00245322,0.00000000,0,0.00000000,415657,416214,924,0.00075420
1523504500.90904093,0.06991474,8421,0.00270330,0.00000000,0,0.00000000,415968,416585,855,0.00073451
1523504501.00990009,0.07175148,8404,0.00313471,0.00000000,0,0.00000000,416340,417318,1251,0.00087334
1523504501.11075711,0.07625147,8475,0.00259790,0.00000000,0,0.00000000,416847,417577,1040,0.00078330
1523504501.21161509,0.07263618,8551,0.00293855,0.00000000,0,0.00000000,417577,418239,983,0.00077414
1523504501.31247497,0.07816390,8586,0.00254292,0.00000000,0,0.00000000,418239,418552,927,0.00146390
1523504501.41333103,0.08031915,8702,0.00247447,0.00000000,0,0.00000000,418552,419169,890,0.00082004
1523504501.51418996,0.05280649,8702,0.00135382,0.00000000,0,0.00000000,419169,419333,408,0.00089279
1523504501.61505389,0.06474985,8788,0.00232186,0.00000000,0,0.00000000,419333,419928,955,0.00083484
1523504501.71590495,0.07596611,8841,0.00287687,0.00000000,0,0.00000000,419928,420379,1005,0.00080363
1523504501.81676292,0.07627543,8911,0.00251925,0.00000000,0,0.00000000,420379,420844,893,0.00081200
1523504501.91762400,0.07510468,8937,0.00349457,0.00000000,0,0.00000000,420844,421248,881,0.00424310
1523504502.01848006,0.08881146,8991,0.00373722,0.00000000,0,0.00000000,421248,421898,922,0.00084212
1523504502.11934090,0.06444010,9042,0.00203276,0.00000000,0,0.00000000,421898,421264,842,0.00076639
1523504502.22019911,0.06203626,9088,0.00205605,0.00000000,0,0.00000000,421264,421874,791,0.00080539
1523504502.32105708,0.07512374,9093,0.00213724,0.00000000,0,0.00000000,421874,422495,838,0.00078009
1523504502.42191410,0.07336662,9103,0.00235118,0.00000000,0,0.00000000,422495,423029,873,0.00154400
1523504502.52277207,0.06784112,9115,0.00257304,0.00000000,0,0.00000000,423029,423417,818,0.00077229
1523504502.62363100,0.07063713,9136,0.00209604,0.00000000,0,0.00000000,423417,423900,792,0.00090644
1523504502.72448993,0.06689285,9133,0.00276884,0.00000000,0,0.00000000,423900,424420,808,0.00083702
1523504502.82534695,0.07005918,9129,0.00319534,0.00000000,0,0.00000000,424367,424898,828,0.00082905
1523504502.92620611,0.06942370,9119,0.00302250,0.00000000,0,0.00000000,424898,425390,1184,0.00083565
1523504503.02706909,0.06034703,9104,0.00327332,0.00000000,0,0.00000000,425390,426082,921,0.00277985
1523504503.12792206,0.05836193,9109,0.00249327,0.00000000,0,0.00000000,425539,426074,874,0.00079297
1523504503.22878003,0.05497454,9132,0.00232244,0.00000000,0,0.00000000,426074,426673,885,0.00082498
1523504503.32963991,0.07028788,9209,0.00304608,0.00000000,0,0.00000000,426673,427286,994,0.00084325
1523504503.43049908,0.06196274,9234,0.00275828,0.00000000,0,0.00000000,427286,427920,961,0.00091545
1523504503.53135610,0.06896045,9341,0.00233374,0.00000000,0,0.00000000,427920,428581,917,0.00079439
1523504503.63221502,0.07905037,9457,0.00400275,0.00000000,0,0.00000000,428581,429139,942,0.00086351
1523504503.73307300,0.07415007,9581,0.00258172,0.00000000,0,0.00000000,428709,429327,910,0.00081747
1523504503.83393312,0.07566524,9690,0.00254498,0.00000000,0,0.00000000,429253,429789,880,0.00086330
1523504503.93478990,0.06871175,9761,0.00265651,0.00000000,0,0.00000000,429789,430282,867,0.00083315
1523504504.03564811,0.07291372,9825,0.00264718,0.00000000,0,0.00000000,430282,430804,922,0.00087491
1523504504.13650393,0.06198985,9852,0.00238664,0.00000000,0,0.00000000,430804,431298,881,0.00178260
1523504504.23736501,0.06943564,9871,0.00255794,0.00000000,0,0.00000000,431298,431833,895,0.00163193
1523504504.33822298,0.06399999,9896,0.00269121,0.00000000,0,0.00000000,431833,432344,854,0.00227532
1523504504.43908191,0.06596765,9929,0.00292034,0.00000000,0,0.00000000,432344,432868,861,0.00165111
1523504504.53994107,0.05732429,9938,0.00225760,0.00000000,0,0.00000000,432457,432983,807,0.00103416
1523504504.64079690,0.06832756,9973,0.00217230,0.00000000,0,0.00000000,432983,433553,834,0.00164634
1523504504.74166489,0.05911344,10002,0.00220458,0.00000000,0,0.00000000,433553,434103,848,0.00104651
1523504504.84252810,0.06857230,10032,0.00234905,0.00000000,0,0.00000000,434103,434603,828,0.00090687
1523504504.94338012,0.06175607,10061,0.00211745,0.00000000,0,0.00000000,434259,434839,839,0.00340133
1523504505.04423904,0.05068169,10071,0.00210958,0.00000000,0,0.00000000,434839,435397,806,0.00248786
1523504505.14510393,0.06646607,10096,0.00239872,0.00000000,0,0.00000000,435397,435705,857,0.00137677
1523504505.24594092,0.06196474,10115,0.00240801,0.00000000,0,0.00000000,435705,436096,811,0.00170755
1523504505.34681892,0.07724659,10158,0.00229436,0.00000000,0,0.00000000,436096,436462,821,0.00282178
1523504505.44767094,0.06973788,10118,0.00245604,0.00000000,0,0.00000000,436462,436905,905,0.00125712
1523504505.54853106,0.04191012,7984,0.00205595,0.00000000,0,0.00000000,436905,437385,758,0.00133190
1523504505.64937711,0.05642338,8030,0.00198708,0.00000000,0,0.00000000,437385,437855,763,0.00151562
1523504505.75025201,0.04539941,8039,0.00224090,0.00000000,0,0.00000000,437855,438301,816,0.00274272
1523504505.85109901,0.04728794,8024,0.00287990,0.00000000,0,0.00000000,438301,438705,769,0.00129960
1523504505.95197010,0.04740922,8033,0.00178551,0.00000000,0,0.00000000,437935,438487,749,0.00132208
1523504506.05282307,0.05386583,8046,0.00196384,0.00000000,0,0.00000000,438487,439041,806,0.00075234
1523504506.15368700,0.05011824,8099,0.00222614,0.00000000,0,0.00000000,439041,439524,823,0.00134111
1523504506.25454998,0.04834928,8141,0.00405549,0.00000000,0,0.00000000,439524,440073,782,0.00076084
1523504506.35540390,0.05016639,8198,0.00315426,0.00000000,0,0.00000000,439675,439546,788,0.00097887
1523504506.45626307,0.04854980,8261,0.00206510,0.00000000,0,0.00000000,439546,440039,753,0.00106031
1523504506.55711699,0.05060497,8323,0.00233843,0.00000000,0,0.00000000,440039,440525,735,0.00229546
1523504506.65796590,0.05099737,8303,0.00216998,0.00000000,0,0.00000000,440525,440984,770,0.00074744
1523504506.75882411,0.05285172,8357,0.00238844,0.00000000,0,0.00000000,440984,441332,752,0.00079960
1523504506.85968399,0.05499997,8531,0.00294637,0.00000000,0,0.00000000,441332,441886,850,0.00100245
1523504506.96054196,0.06018013,8606,0.00214527,0.00000000,0,0.00000000,441084,441653,815,0.00087924
1523504507.06139898,0.06234440,8670,0.00184846,0.00000000,0,0.00000000,441653,442226,767,0.00107699
1523504507.16225910,0.05931614,8754,0.00215086,0.00000000,0,0.00000000,442226,442726,786,0.00091018
1523504507.26311803,0.06047307,8820,0.00221999,0.00000000,0,0.00000000,442726,443038,755,0.00143486
1523504507.36397910,0.06261084,8865,0.00236389,0.00000000,0,0.00000000,443038,443449,829,0.00145926
1523504507.46483397,0.05525859,8869,0.00218078,0.00000000,0,0.00000000,443449,443907,769,0.00079793
1523504507.56569195,0.06566433,8874,0.00213089,0.00000000,0,0.00000000,443907,444428,792,0.00104584
1523504507.66655111,0.05574730,8901,0.00216563,0.00000000,0,0.00000000,444428,444939,843,0.00149936
1523504507.76741004,0.05066291,8934,0.00221875,0.00000000,0,0.00000000,444939,445388,799,0.00153469
1523504507.86826801,0.04997455,8913,0.00220470,0.00000000,0,0.00000000,445388,445676,741,0.00146907
1523504507.96914005,0.05688521,8895,0.00217406,0.00000000,0,0.00000000,445676,446133,754,0.00153150
1523504508.06998301,0.04866321,8878,0.00243187,0.00000000,0,0.00000000,446133,446554,745,0.00155495
1523504508.17083907,0.04651110,8920,0.00212732,0.00000000,0,0.00000000,446554,447032,775,0.00152489
1523504508.27169991,0.06078048,8969,0.00237452,0.00000000,0,0.00000000,447032,447373,793,0.00148810
1523504508.37255692,0.05181311,9037,0.00204660,0.00000000,0,0.00000000,447373,447767,751,0.00093353
1523504508.47341704,0.05140556,9095,0.00233756,0.00000000,0,0.00000000,447767,448166,767,0.00244090
1523504508.57427692,0.05952316,9182,0.00244048,0.00000000,0,0.00000000,448166,448543,849,0.00111765
1523504508.67513490,0.06130892,9247,0.00223870,0.00000000,0,0.00000000,448543,448898,767,0.00079227
1523504508.77599192,0.07186847,9278,0.00324804,0.00000000,0,0.00000000,448898,449096,795,0.00120462
1523504508.87687111,0.06850412,9277,0.00326798,0.00000000,0,0.00000000,449096,449680,759,0.00081481
1523504508.97771001,0.06497678,9260,0.00189855,0.00000000,0,0.00000000,448818,449489,804,0.00086369
1523504509.07856798,0.06642852,9273,0.00185557,0.00000000,0,0.00000000,449488,450101,817,0.00084166
1523504509.17942810,0.06814978,9276,0.00212500,0.00000000,0,0.00000000,450101,450664,848,0.00093517
1523504509.28028297,0.07536378,9317,0.00217561,0.00000000,0,0.00000000,450664,451220,855,0.00166285
1523504509.38113403,0.07408758,9403,0.00214541,0.00000000,0,0.00000000,451220,451822,866,0.00090924
1523504509.48199797,0.07952714,9450,0.00370539,0.00000000,0,0.00000000,451822,452493,924,0.00095064
1523504509.58285594,0.09500539,9553,0.00196854,0.00000000,0,0.00000000,451562,452358,955,0.00084403
1523504509.68371511,0.09099467,9662,0.00342867,0.00000000,0,0.00000000,452358,452937,1030,0.00087302
1523504509.78457499,0.09457474,9761,0.00268127,0.00000000,0,0.00000000,452937,453575,1023,0.00085258
1523504509.88543296,0.10568477,9856,0.00270077,0.00000000,0,0.00000000,453575,454318,1076,0.00082890
1523504509.98629308,0.09728098,9961,0.00287578,0.00000000,0,0.00000000,454318,454997,1111,0.00089113
1523504510.08715010,0.14032422,10071,0.00275505,0.00000000,0,0.00000000,454997,455705,1053,0.00095166
1523504510.18800807,0.11031163,10170,0.00292100,0.00000000,0,0.00000000,455705,456251,1005,0.00095998
1523504510.28886604,0.11128547,10274,0.00340494,0.00000000,0,0.00000000,456251,456787,1099,0.00094249
1523504510.38972402,0.10988461,10363,0.00309180,0.00000000,0,0.00000000,456787,457328,1033,0.00097616
1523504510.49058294,0.11225432,10431,0.00319433,0.00000000,0,0.00000000,457328,457669,956,0.00102242
1523504510.59144092,0.11457396,10510,0.00285318,0.00000000,0,0.00000000,457669,458182,972,0.00097022
1523504510.69229889,0.11565559,10602,0.00241185,0.00000000,0,0.00000000,458182,458805,939,0.00097830
1523504510.79315710,0.12003508,10694,0.00296350,0.00000000,0,0.00000000,458805,459359,949,0.00099585
1523504510.89401698,0.12586905,10787,0.00258773,0.00000000,0,0.00000000,458945,459534,924,0.00087820
1523504510.99487209,0.13244752,10886,0.00233072,0.00000000,0,0.00000000,459534,460109,871,0.00106454
1523504511.09573197,0.13803372,10963,0.00258036,0.00000000,0,0.00000000,460109,460609,844,0.00100152
1523504511.19658208,0.13453496,11058,0.00287618,0.00000000,0,0.00000000,460609,460703,915,0.00108699
1523504511.29745007,0.11800908,11172,0.00308504,0.00000000,0,0.00000000,460703,461196,927,0.00108246
1523504511.39830589,0.09582792,8729,0.00240261,0.00000000,0,0.00000000,461196,461587,717,0.00105746
1523504511.49916792,0.10069655,8797,0.00267851,0.00000000,0,0.00000000,461587,462005,857,0.00113674
1523504511.60002494,0.08980225,8892,0.00237698,0.00000000,0,0.00000000,462005,462446,806,0.00104740
1523504511.70088100,0.10336186,8960,0.00210543,0.00000000,0,0.00000000,462446,462953,822,0.00121485
1523504511.80174208,0.08663657,9010,0.00299416,0.00000000,0,0.00000000,462485,463301,1222,0.00088223
1523504511.90260100,0.09181019,9053,0.00473159,0.00000000,0,0.00000000,463301,464008,964,0.00088121
1523504512.00345993,0.08042412,9081,0.00170436,0.00000000,0,0.00000000,464008,463268,748,0.00081342
1523504512.10431790,0.08201739,9108,0.00180109,0.00000000,0,0.00000000,463268,463846,802,0.00088968
1523504512.20517612,0.07468889,9137,0.00202699,0.00000000,0,0.00000000,463846,464330,789,0.00092279
1523504512.30603409,0.07745515,9180,0.00187350,0.00000000,0,0.00000000,464330,464862,763,0.00098730
1523504512.40691090,0.08755456,9222,0.00212309,0.00000000,0,0.00000000,464862,465379,820,0.00089796
1523504512.50775003,0.07215517,9221,0.00193160,0.00000000,0,0.00000000,465379,465949,795,0.00095209
1523504512.60860991,0.09298007,9246,0.00153215,0.00000000,0,0.00000000,465949,464145,845,0.00098440
1523504512.70946693,0.07357687,9274,0.00164663,0.00000000,0,0.00000000,464145,464775,787,0.00091707
1523504512.81032395,0.08176040,9302,0.00208434,0.00000000,0,0.00000000,464775,465383,882,0.00087299
1523504512.91118908,0.08210063,9317,0.00218302,0.00000000,0,0.00000000,465383,465948,829,0.00091531
1523504513.01204109,0.09037141,9358,0.01042580,0.00000000,0,0.00000000,465948,466801,895,0.00086182
1523504513.11290002,0.08600793,9420,0.00193873,0.00000000,0,0.00000000,466801,467698,930,0.00084767
1523504513.21375990,0.09135148,9481,0.00274633,0.00000000,0,0.00000000,467698,465895,987,0.00080099
1523504513.31461811,0.14214281,9582,0.00290056,0.00000000,0,0.00000000,465895,466609,1076,0.00099007
1523504513.41547704,0.10462423,9615,0.00266349,0.00000000,0,0.00000000,466609,467257,1024,0.00085979
1523504513.51633501,0.13957626,9675,0.00326803,0.00000000,0,0.00000000,467257,467812,1087,0.00087779
1523504513.61719298,0.15242074,9714,0.00312669,0.00000000,0,0.00000000,467812,468463,1034,0.00090439
1523504513.71805406,0.14686467,9783,0.00320615,0.00000000,0,0.00000000,468463,469014,920,0.00102833
1523504513.81891894,0.10181277,9845,0.00619739,0.00000000,0,0.00000000,469014,469676,1030,0.00089258
1523504513.91977000,0.13650497,9885,0.00254036,0.00000000,0,0.00000000,469642,470309,1005,0.00087171
1523504514.02063394,0.10831762,9903,0.00290022,0.00000000,0,0.00000000,470309,470904,1015,0.00091872
1523504514.12148595,0.09033808,9917,0.00284188,0.00000000,0,0.00000000,470904,471424,986,0.00092015
1523504514.22234511,0.09994828,9934,0.00373994,0.00000000,0,0.00000000,471424,471874,1045,0.00085455
1523504514.32321000,0.13777823,9893,0.00272167,0.00000000,0,0.00000000,471874,472294,890,0.00083802
1523504514.42406988,0.09241744,9864,0.00205092,0.00000000,0,0.00000000,472294,472788,782,0.00094392
1523504514.52492595,0.08623365,9926,0.00243055,0.00000000,0,0.00000000,472788,473240,801,0.00093645
1523504514.62577796,0.09343653,9987,0.00287368,0.00000000,0,0.00000000,473240,473901,851,0.00083404
1523504514.72664189,0.07377422,10013,0.00196796,0.00000000,0,0.00000000,473901,473955,754,0.00101402
1523504514.82750106,0.09709225,10055,0.00241479,0.00000000,0,0.00000000,473955,474404,806,0.00090759
1523504514.92835212,0.09569414,10052,0.00224570,0.00000000,0,0.00000000,474404,475015,899,0.00095483
1523504515.02920890,0.11785884,10057,0.02325938,0.00000000,0,0.00000000,475015,475612,770,0.00091856
1523504515.13007689,0.07499807,10083,0.00173408,0.00000000,0,0.00000000,475612,476484,912,0.00098105
1523504515.23093295,0.08479218,10141,0.00292464,0.00000000,0,0.00000000,476484,473648,977,0.00099797
1523504515.33179092,0.08556939,10137,0.00207119,0.00000000,0,0.00000000,473648,474243,881,0.00085927
1523504515.43264890,0.09409948,10139,0.00217287,0.00000000,0,0.00000000,474243,474777,855,0.00097279
1523504515.53350592,0.08929861,10234,0.00287444,0.00000000,0,0.00000000,474777,475342,1023,0.00099668
1523504515.63435888,0.08538610,10305,0.00256849,0.00000000,0,0.00000000,475342,475930,981,0.00092345
1523504515.73522091,0.12506397,10311,0.00303162,0.00000000,0,0.00000000,475930,476549,1139,0.00094919
1523504515.83607793,0.09682877,10318,0.00364548,0.00000000,0,0.00000000,476549,477425,1210,0.00095196
1523504515.93694210,0.09869918,10347,0.00348838,0.00000000,0,0.00000000,477233,477788,1139,0.00110289
1523504516.03780103,0.09835080,10386,0.00327213,0.00000000,0,0.00000000,477788,478525,1196,0.00102734
1523504516.13865900,0.13618348,10476,0.00323710,0.00000000,0,0.00000000,478525,479145,1172,0.00107446
1523504516.23951101,0.09769375,10533,0.00345767,0.00000000,0,0.00000000,479145,479890,1115,0.00095293
1523504516.34037590,0.09586128,10623,0.00384883,0.00000000,0,0.00000000,479409,480069,1209,0.00096259
1523504516.44123411,0.12760069,10718,0.00338453,0.00000000,0,0.00000000,480069,480888,1152,0.00097018
1523504516.54208589,0.09272527,10839,0.00281098,0.00000000,0,0.00000000,480545,481237,985,0.00096145
1523504516.64294291,0.09481174,10935,0.00239382,0.00000000,0,0.00000000,481237,481895,1002,0.00097392
1523504516.74380398,0.09056644,11002,0.00320309,0.00000000,0,0.00000000,481895,482191,900,0.00097437
1523504516.84466791,0.08292593,11078,0.00192398,0.00000000,0,0.00000000,481948,482503,814,0.00103313
1523504516.94551897,0.08711289,11114,0.00242505,0.00000000,0,0.00000000,482503,483017,965,0.00101130
1523504517.04638410,0.08988527,11149,0.00242538,0.00000000,0,0.00000000,483017,483683,875,0.00102441
1523504517.14723706,0.08115016,11177,0.00254727,0.00000000,0,0.00000000,483534,484055,901,0.00122194
1523504517.24810100,0.05347053,8218,0.00227122,0.00000000,0,0.00000000,484055,484521,768,0.00111511
1523504517.34895301,0.04983785,8275,0.00300300,0.00000000,0,0.00000000,484521,485059,792,0.00108716
1523504517.44981790,0.04542114,8319,0.00174347,0.00000000,0,0.00000000,485059,484675,732,0.00096221
1523504517.55067110,0.05476211,8359,0.00181078,0.00000000,0,0.00000000,484675,485267,763,0.00103030
1523504517.65153408,0.05252694,8396,0.00203993,0.00000000,0,0.00000000,485267,485629,700,0.00078800
1523504517.75238490,0.04657859,8430,0.00173857,0.00000000,0,0.00000000,485629,486118,708,0.00080228
1523504517.85324407,0.04142285,8452,0.00197181,0.00000000,0,0.00000000,486118,486632,735,0.00078040
1523504517.95410895,0.04022703,8464,0.00204515,0.00000000,0,0.00000000,486632,486969,699,0.00087288
1523504518.05496693,0.03778577,8488,0.00239378,0.00000000,0,0.00000000,486969,487388,701,0.00079507
1523504518.15581894,0.03902610,8519,0.00186196,0.00000000,0,0.00000000,487063,487578,696,0.00091268
1523504518.25667810,0.04186111,8597,0.00411387,0.00000000,0,0.00000000,487578,488111,738,0.00079119
1523504518.35754204,0.04471337,8687,0.00137417,0.00000000,0,0.00000000,486555,487275,798,0.00084539
1523504518.45839310,0.04374040,8749,0.00163169,0.00000000,0,0.00000000,487275,487902,819,0.00091348
1523504518.55925298,0.04600990,8806,0.00179248,0.00000000,0,0.00000000,487902,488566,878,0.00162099
1523504518.66011190,0.04546722,8873,0.00189566,0.00000000,0,0.00000000,488566,489178,851,0.00171280
1523504518.76097012,0.04443832,8960,0.00233321,0.00000000,0,0.00000000,489178,489681,880,0.00219477
1523504518.86183691,0.05015394,9061,0.00226614,0.00000000,0,0.00000000,489681,490223,856,0.00229290
1523504518.96270394,0.05401210,9154,0.00205050,0.00000000,0,0.00000000,490223,490814,844,0.00222125
1523504519.06354403,0.04224488,9254,0.00262389,0.00000000,0,0.00000000,490814,491200,784,0.00221300
1523504519.16440892,0.04406821,9364,0.00221679,0.00000000,0,0.00000000,491200,491666,828,0.00089278
1523504519.26526690,0.03824184,9491,0.00280392,0.00000000,0,0.00000000,491666,492071,769,0.00298560
1523504519.36612296,0.05179002,9568,0.00210304,0.00000000,0,0.00000000,492071,492662,856,0.00416989
